UNITID,FIRST_YEAR_RET_RATE,GRAD_RATE_WITHIN_150,COMP_TRAN_RATE,OUTCOME_EFFICIENCY_INDEX,FALL_ENROLLMENT_TOTAL,cluster,similarity
229540,0.5583941605839416,0.29,0.3033788641265277,1.066717548,3276,Intermediate Cluster,-0.6131459556500565
238014,0.6182572614107884,0.33,0.3422535211267605,1.232864839,1525,Intermediate Cluster,-0.6310225301714965
184205,0.5904,0.33,0.3914373088685015,1.290851532,2686,Intermediate Cluster,-0.6547350924668132
235750,,0.23,0.4237472766884531,0.923107634,2724,Intermediate Cluster,-0.6766500078049329
192022,0.5291902071563088,0.28,0.3096862210095498,1.026031811,2319,Intermediate Cluster,-0.6770982123932294
167631,0.3990610328638497,0.28,0.5002320185614849,0.369718595,2044,Intermediate Cluster,-0.6795469987406259
183132,0.5689277899343544,0.41,0.3072669826224328,1.25771489,2081,Intermediate Cluster,-0.7336233034778087
240745,,0.25,0.221163012392755,0.635711088,1430,Intermediate Cluster,-0.7435169739253016
183141,0.5664335664335665,0.38,0.3115183246073298,1.17070144,1342,Intermediate Cluster,-0.7690939445308111
240505,0.6062992125984252,0.43,0.4373056994818652,1.132543417,3403,Intermediate Cluster,-0.7755584909197494
146348,0.5436681222707423,0.32,0.372972973,1.086860785,2564,Intermediate Cluster,-0.7816267800845351
141990,0.551829268,0.31,0.2924961715160796,0.681249181,2765,Intermediate Cluster,-0.8071778650980812
218690,0.5899280575539568,0.39,0.2814070351758794,0.923838987,1845,Intermediate Cluster,-0.8160063094375628
475565,0.5223300970873787,0.23,0.4583333333333333,0.284514139,1048,Intermediate Cluster,-0.8619177697456946
188438,0.582089552,0.37,0.344311377,0.981445728,2576,Intermediate Cluster,-0.8677775360786817
144209,0.5369393139841688,0.26,0.2395929694727104,1.928307939,6121,Far Cluster,0.41343247761753854
222053,0.5005787037037037,0.28,0.2768392370572207,1.848185903,6963,Far Cluster,0.4066125716969845
488730,0.4923167848699764,0.32,0.1631663974151858,1.799888306,9355,Far Cluster,0.3706944360271902
144166,0.4986351228389445,0.18,0.2824427480916031,1.699099378,9303,Far Cluster,0.3385120503821149
222567,,0.24,0.3046523261630815,1.749711945,5872,Far Cluster,0.31107388936172525
201928,0.3636363636363636,0.16,0.2732336558194078,1.757991794,9683,Far Cluster,0.2915405891733774
367459,0.5093296475466482,0.31,0.2409762805087659,1.550689613,8412,Far Cluster,0.2563906835503865
